OrgID,Charity Name,Address ,City,State,Zip,Website URL,Category,Cause,Total Expenses,Total Net Assets
10827,Allen Community Outreach,801 East Main Street ,Allen,TX,75002,http://www.acocares.org,Human Services,Social Services,4171284,1927072
17033,Allen County SPCA,4914 South Hanna Street ,Fort Wayne,IN,46806,http://www.acspca.org/,Animals,"Animal Rights, Welfare, and Services",1427376,1978221
11118,Allentown Art Museum,31 North Fifth Street ,Allentown,PA,18101,http://www.allentownartmuseum.org,"Arts, Culture, Humanities",Museums,3284526,26021533
9418,Allentown Rescue Mission,355 Hamilton Street ,Allentown,PA,18101,http://www.allentownrescuemission.org,Human Services,Rescue Missions,3593692,5141869
17311,Allentown Symphony Association,23 North 6th Street ,Allentown,PA,18101,http://www.millersymphonyhall.org,"Arts, Culture, Humanities",Performing Arts,3619870,12545340
10400,Allergy & Asthma Network,8229 Boone Boulevard Suite 260,Vienna,VA,22182,http://www.allergyasthmanetwork.org,Health,"Diseases, Disorders, and Disciplines",2375235,572609
5453,Alley Cat Allies,7920 Norfolk Avenue Suite 600,Bethesda,MD,20814,http://www.alleycat.org,Animals,"Animal Rights, Welfare, and Services",10754221,6362804
10853,Alley Cat Rescue,P.O. Box 585 ,Mt. Rainier,MD,20712,http://www.saveacat.org,Animals,"Animal Rights, Welfare, and Services",2070349,1318046
7881,Alley Theatre,615 Texas Avenue ,Houston,TX,77002,http://www.alleytheatre.org/,"Arts, Culture, Humanities",Performing Arts,20642852,78137054
5495,Alliance Defending Freedom,15100 North 90th Street ,Scottsdale,AZ,85260,http://www.adflegal.org/,Human and Civil Rights,Advocacy and Education,54685295,29401436
8961,Alliance for Aging Research,"1700 K Street, NW Suite 740",Washington,DC,20006,http://www.agingresearch.org/,Research and Public Policy,Social and Public Policy Research,2907645,2704848
15541,Alliance for California Traditional Arts,744 P Street Suite 307,Fresno,CA,93721,http://www.actaonline.org/,"Arts, Culture, Humanities",Performing Arts,2121310,807641
15930,Alliance For Children,908 Southland Avenue ,Fort Worth,TX,76104,http://www.allianceforchildren.org/,Human Services,Children's and Family Services,5125850,5069150
11514,Alliance for Children Everywhere,P.O. Box 55145 ,Seattle,WA,98155,http://www.childreneverywhere.org,International,Development and Relief Services,1360049,1734077
6569,Alliance for Children's Rights,3333 Wilshire Boulevard Suite 550,Los Angeles,CA,90010,http://www.kids-alliance.org/,Human Services,Children's and Family Services,5714774,11267391
16415,Alliance for Climate Education,4676 Broadway Suite A,Boulder,CO,80304,https://acespace.org/,Environment,Environmental Protection and Conservation,2110737,254891
3231,Alliance for Education,509 Olive Way Suite 500,Seattle,WA,98101,http://www.alliance4ed.org,Education,Scholarship and Financial Support,3630575,11347526
7083,Alliance for Justice,"11 Dupont Circle, NW 5th floor",Washington,DC,20036,http://www.afj.org/,Human and Civil Rights,Advocacy and Education,5699201,8318865
11613,Alliance For The Great Lakes,150 North Michigan Avenue Suite 700,Chicago,IL,60601,http://www.greatlakes.org,Environment,Environmental Protection and Conservation,3551363,4981818
15839,Alliance Medical Ministry,101 Donald Ross Drive ,Raleigh,NC,27610,http://www.alliancemedicalministry.org/,Health,Treatment and Prevention Services,1776405,3686585
3232,Alliance of Confessing Evangelicals,600 Eden Road ,Lancaster,PA,17601,http://www.alliancenet.org,Religion,Religious Media and Broadcasting,1440440,701802
9362,Alliance of Resident Theatres/New York,520 Eighth Avenue Suite 319,New York,NY,10018,http://www.art-newyork.org/,"Arts, Culture, Humanities",Performing Arts,5036605,26750533
8914,Alliance to Protect Nantucket Sound,4 Barnstable Road ,Hyannis,MA,2601,http://saveoursound.org/,Community Development,Housing and Neighborhood Development,1298962,323947
3233,Alliance to Save Energy,"1850 M Street, NW Suite 610",Washington,DC,20036,http://www.ase.org,Environment,Environmental Protection and Conservation,4202592,-50060
14039,Allied Arts,1015 N Broadway Suite 200,Oklahoma City,OK,73102,http://www.alliedartsokc.com/,"Arts, Culture, Humanities",Performing Arts,3790575,4510854
18487,Allied Theatre Group Inc.,821 West Vickery Boulevard ,Fort Worth,TX,76104,https://www.stagewest.org/,"Arts, Culture, Humanities",Performing Arts,967114,1814194
15172,Aloha Council Boy Scouts of America,42 Puiwa Road ,Honolulu,HI,96817,http://www.alohacouncilbsa.org/,Human Services,"Youth Development, Shelter, and Crisis Services",3264239,9830237
5895,Aloha United Way,200 North Vineyard Boulevard Suite 700,Honolulu,HI,96817,http://www.auw.org,Community Development,United Ways,17039370,16057061
14086,Alpha USA,1635 Emerson Ln ,Naperville,IL,60540,http://alphausa.org,Religion,Religious Activities,8542308,1485527
9287,Alpha-1 Foundation,3300 Ponce de Leon Boulevard ,Coral Gables,FL,33134,http://www.alpha1.org,Health,"Diseases, Disorders, and Disciplines",9202987,25603799
9517,ALS Association Minnesota/North Dakota/South Dakota Chapter,"1919 University Ave W, Suite  Suite 175",St. Paul,MN,55104,http://www.alsmn.org/,Health,"Diseases, Disorders, and Disciplines",4736480,4773078
11766,ALS Therapy Development Institute,300 Technology Square Suite 400,Cambridge,MA,2139,https://www.als.net/,Health,"Diseases, Disorders, and Disciplines",12329559,13419284
12847,ALSAC - St. Jude Children's Research Hospital,262 Danny Thomas Place ,Memphis,TN,38105,http://www.stjude.org,Health,Treatment and Prevention Services,1433064066,5302872752
15274,Alternatives,4730 North Sheridan Road ,Chicago,IL,60640,http://alternativesyouth.org/,Human Services,"Youth Development, Shelter, and Crisis Services",3393088,914677
16571,Alternatives in Action,2640 2640 International Blvd.,Oakland,CA,94601,https://www.alternativesinaction.org/,Education,Youth Education Programs and Services,4532947,443271
13584,Alternatives Incorporated of Madison County,P.O. Box 1302 ,Anderson,IN,46015,http://www.alternativesdv.org/,Human Services,Social Services,1365680,3074303
13441,Alternatives Pregnancy Center,1440 Blake Street Suite 200,Denver,CO,80202,http://youhavealternatives.org/,Health,Treatment and Prevention Services,1802853,502845
13476,Alumni Association of Kansas State University,100 Alumni Center 1720 Anderson Avenue,Manhattan,KS,66506,http://www.k-state.com/,Education,Scholarship and Financial Support,4283146,18059658
8185,Alvin Ailey Dance Foundation,The Joan Weill Center for Dance 405 West 55th Street,New York,NY,10019,http://www.alvinailey.org/,"Arts, Culture, Humanities",Performing Arts,43800306,187721094
12848,Alzheimer's Association,225 North Michigan Avenue Floor 17,Chicago,IL,60601,http://www.alz.org,Health,"Diseases, Disorders, and Disciplines",386573873,262824332
18040,Alzheimer's Disease Association of Kern County Inc.,4203 Buena Vista Road ,Bakersfield,CA,93311,http://www.adakc.org,Human Services,Social Services,899578,3747768
13367,Alzheimer's Family Center,9451 Indianapolis Avenue ,Huntington Beach,CA,92646,http://www.AFSCenter.org/,Human Services,Social Services,5630880,4915870
10791,Alzheimer's Foundation of America,322 Eighth Avenue 7th Floor,New York,NY,10001,https://alzfdn.org/,Health,"Diseases, Disorders, and Disciplines",6301322,19919809
13523,Alzheimer's Research & Prevention Foundation,P.O. Box 30783 ,Tucson,AZ,85751,http://www.alzheimersprevention.org/,Health,Medical Research,808859,3050262
9120,Alzheimer's Services of the East Bay,2320 Channing Way ,Berkeley,CA,94704,http://aseb.org/,Health,"Diseases, Disorders, and Disciplines",2698911,710447
18485,Amador Community Foundation,571 South State Highway 49 P.O. Box 1154,Jackson,CA,95642,https://amadorcommunityfoundation.org/,Community Development,Community Foundations,1361374,4764334
15161,Amara,5907 Martin Luther King Jr. Way South ,Seattle,WA,98118,http://www.amaraputskidsfirst.org,Human Services,Children's and Family Services,5312698,9122711
15400,Amarillo Children's Home,3400 South Bowie Street ,Amarillo,TX,79106,https://amarillochildrenshome.org/,Human Services,"Youth Development, Shelter, and Crisis Services",2866007,17208271
16690,Amazement Square,27 9th Street ,Lynchburg,VA,24504,http://www.amazementsquare.org/,"Arts, Culture, Humanities",Museums,1893348,7750980
17216,Amazima Ministries,P.O. Box 682521 ,Franklin,TN,37068,https://amazima.org/,International,Development and Relief Services,3227727,22538891
13890,Amazing Place,3735 Drexel Drive ,Houston,TX,77027,http://www.amazingplacehouston.org,Human Services,Social Services,3112670,7333054
7141,Amazon Conservation Association,1012 14th Street NW Suite 625,Washington,DC,20005,http://www.amazonconservation.org,Environment,Environmental Protection and Conservation,5038940,4271973
9952,Amazon Conservation Team,4211 North Fairfax Drive ,Arlington,VA,22203,http://www.amazonteam.org,Environment,Environmental Protection and Conservation,6539811,6931210
10643,Amazon Watch,520 3rd Street Suite 108,Oakland,CA,94607,http://www.amazonwatch.org,Environment,Environmental Protection and Conservation,1586044,270903
5521,Ambassadors for Christ International - USA,77 East Crossville Rd Ste 210,Roswell,GA,30075,http://afci.us/,Religion,Religious Activities,1087116,621482
14117,Ambassadors for Christ International Ltd.,4572 Lawrenceville Highway NW Suite 101,Lilburn,GA,30047,http://afciworld.org/,Religion,Religious Activities,1951098,1244083
8184,America-Israel Cultural Foundation,322 8th Avenue Suite 1702,New York,NY,10001,http://www.aicf.org/,"Arts, Culture, Humanities",Performing Arts,2553288,6226683
5137,America-Israel Friendship League,1430 Broadway Suite 1804,New York,NY,10018,http://www.aifl.org,International,"International Peace, Security, and Affairs",1367998,561901
3237,American Academy in Berlin,14 East 60th Street Suite 604,New York,NY,10022,http://www.americanacademy.de/,International,"International Peace, Security, and Affairs",7784432,55990002
3238,American Academy in Rome,Seven East 60th Street ,New York,NY,10022,http://www.aarome.org,International,"International Peace, Security, and Affairs",12843146,129659294
9323,American Academy of Arts and Sciences,136 Irving Street ,Cambridge,MA,2138,http://www.amacad.org/,Research and Public Policy,Social and Public Policy Research,11506972,95124508
10069,American Academy of Family Physicians Foundation,11400 Tomahawk Creek Parkway Suite 440,Leawood,KS,66211,http://www.aafpfoundation.org/,Health,Treatment and Prevention Services,3207111,16873174
6217,American Action Fund for Blind Children and Adults,1800 Johnson Street ,Baltimore,MD,21230,http://www.actionfund.org,Human Services,Social Services,3669775,28626495
12372,American Alpine Club,710 10th Street Suite 100,Golden,CO,80401,http://www.americanalpineclub.org/ ,Environment,Environmental Protection and Conservation,4123131,7751648
6598,American Anti-Vivisection Society,801 Old York Road Suite 204,Jenkintown,PA,19046,http://www.aavs.org,Animals,"Animal Rights, Welfare, and Services",2053370,23274938
8568,"American Associates, Ben-Gurion University of the Negev",1001 Avenue of the Americas 19th Floor,New York,NY,10018,http://www.aabgu.org/,Education,Scholarship and Financial Support,57047494,718676505
3239,American Association for the Advancement of Science,"1200 New York Avenue, NW ",Washington,DC,20005,http://www.aaas.org,Research and Public Policy,Non-Medical Science & Technology Research,109924084,106666236
9343,American Association of Kidney Patients,14440 Bruce B Downs Blvd. ,Tampa,FL,33613,http://www.aakp.org/,Health,"Diseases, Disorders, and Disciplines",932262,-10211
11237,American Association of People with Disabilities,"2013 H Street, NW 5th Floor",Washington,DC,20006,http://www.aapd.com/,Human and Civil Rights,Advocacy and Education,1603236,1392200
7641,American Autoimmune Related Diseases Association,22100 Gratiot Avenue ,Eastpointe,MI,48021,http://www.aarda.org/,Health,"Diseases, Disorders, and Disciplines",1385105,1217878
18483,American Bach Soloists,P.O. Box 421986 ,San Francisco,CA,94142,https://americanbach.org/,"Arts, Culture, Humanities",Performing Arts,1412175,266484
3335,American Ballet Theatre,890 Broadway 3rd Floor,New York,NY,10003,http://www.abt.org,"Arts, Culture, Humanities",Performing Arts,48511383,44429188
6260,American Battlefield Trust,"1156 15th Street, NW Suite 900",Washington,DC,20005,http://www.battlefields.org/,"Arts, Culture, Humanities","Libraries, Historical Societies and Landmark Preservation",22185692,139286142
3242,American Bible Society,101 N Independence Mall E Fl 8 ,Philadelphia,PA,19106,http://www.americanbible.org/,Religion,Religious Media and Broadcasting,96789922,686827660
5439,American Bird Conservancy,P.O. Box 249 4249 Loudoun Avenue,The Plains,VA,20198,http://www.abcbirds.org,Animals,Wildlife Conservation,13783738,10339658
6182,American Brain Foundation,201 Chicago Avenue  ,Minneapolis,MN,55415,https://www.americanbrainfoundation.org/,Health,"Diseases, Disorders, and Disciplines",3701547,10272909
7605,American Brain Tumor Association,8550 West Bryn Mawr Avenue Suite 550,Chicago,IL,60631,http://www.abta.org,Health,"Diseases, Disorders, and Disciplines",5487507,4059745
8004,American Breast Cancer Foundation,10400 Little Patuxent Parkway Suite 480,Columbia,MD,21044,http://www.abcf.org/,Health,"Diseases, Disorders, and Disciplines",995625,1734526
6495,American Cancer Society,"250 Williams Street, NW ",Atlanta,GA,30303,http://www.cancer.org,Health,"Diseases, Disorders, and Disciplines",820714285,1155572871
12586,American Center for Law and Justice - District of Columbia,P.O. Box 90555 ,Washington,DC,20090,http://www.aclj.org,Human and Civil Rights,Advocacy and Education,844238,98401
9257,American Cinematheque,6712 Hollywood Boulevard ,Hollywood,CA,90028,http://www.americancinematheque.com/,"Arts, Culture, Humanities",Performing Arts,3841333,2454633
3247,American Civil Liberties Union Foundation,125 Broad Street 18th Floor,New York,NY,10004,http://www.aclu.org,Human and Civil Rights,Advocacy and Education,140703350,371494411
7423,American Civil Liberties Union Foundation of Northern California,39 Drumm Street ,San Francisco,CA,94111,http://www.aclunc.org/,Human and Civil Rights,Advocacy and Education,11408094,39578665
13580,American Civil Liberties Union of Montana Foundation,P.O. Box 1968 ,Missoula,MT,59806,http://www.aclumontana.org/,Human and Civil Rights,Advocacy and Education,1260242,2373069
11704,American Civil Liberties Union of New Jersey Foundation,PO Box 32159 ,Newark,NJ,7101,https://www.aclu-nj.org/aboutus/abouttheaclunj/aclunjvsaclunjfoundation/,Human and Civil Rights,Advocacy and Education,2271101,6336128
17021,American Civil Liberties Union of Ohio Foundation,4506 Chester Avenue ,Cleveland,OH,44103,http://www.acluohio.org/,Human and Civil Rights,Advocacy and Education,1987540,8396156
