OrgID,charity_name,cause,category,address,City,state,zip,web_url,total_expenses,total_net_assets,class
5865,Hoag Hospital Foundation,Treatment and Prevention Services,Health,330 Placentia Avenue Suite 100,Newport Beach,CA,92663,http://www.hoaghospitalfoundation.org/,"$29,764,586","$233,461,888",0
7334,Holocaust Museum Houston,Museums,"Arts, Culture, Humanities",5401 Caroline St ,Houston,TX,77004,http://www.hmh.org,"$7,117,446","$40,609,981",0
5914,Holt International Children's Services,Children's and Family Services,Human Services,250 Country Club Rd ,Eugene,OR,97401,http://www.holtinternational.org,"$27,138,522","$14,581,932",0
6773,Holy Childhood,Social Services,Human Services,100 Groton Parkway ,Rochester,NY,14623,http://www.holychildhood.org/,"$11,813,018","$24,896,766",1
15287,Holy Family Ministries,"Youth Development, Shelter, and Crisis Services",Human Services,3225 Arnold Lane ,Chicago,IL,60062,http://www.holyfamilyministries.org/,"$4,466,534","$9,654,149",0
16522,Holy Land Ministries,Scholarship and Financial Support,Education,8427 Goldfinch Circle ,Indianapolis,IN,46256,https://hlmschools.org/,"$1,485,654","$9,581,361",2
15938,Hombre Nuevo,Religious Media and Broadcasting,Religion,12036 Ramona Boulevard ,El Monte,CA,91732,https://guadaluperadio.com,"$6,503,775","$6,062,320",1
9037,Home for Life,"Animal Rights, Welfare, and Services",Animals,P.O. Box 847 ,Stillwater,MN,55082,http://www.homeforlife.org/,"$1,053,331","$-967,828",1
11035,Home of Grace,Treatment and Prevention Services,Health,14200 Jericho Road ,Vancleave,MS,39565,https://www.homeofgrace.org/,"$3,408,687","$3,256,113",0
6322,Home of the Innocents,Children's and Family Services,Human Services,1100 East Market Street ,Louisville,KY,40206,http://www.homeoftheinnocents.org/,"$41,072,922","$58,508,888",0
8658,Home Repair Services,Housing and Neighborhood Development,Community Development,1100 South Division Avenue ,Grand Rapids,MI,49507,http://www.homerepairservices.org/,"$3,002,138","$2,775,306",1
15293,"Home Sweet Home Ministries, Inc.",Homeless Services,Human Services,303 East Oakland Avenue ,Bloomington,IL,61701,https://hshministries.org/,"$2,960,349","$7,558,844",1
10305,HomeAid America,Housing and Neighborhood Development,Community Development,"24 Executive Park, Suite 100 ",Irvine,CA,92614,http://www.homeaid.org/,"$857,798","$1,064,379",1
9154,HomeAid Orange County,Housing and Neighborhood Development,Community Development,1130 N. Citrus Street ,Orange,CA,92867,http://www.homeaidoc.org/,"$1,542,673","$3,831,903",1
11556,Homeboy Industries,"Youth Development, Shelter, and Crisis Services",Human Services,130 West Bruno Street ,Los Angeles,CA,90012,http://www.homeboy-industries.org/,"$17,245,548","$12,045,636",0
15721,"HomeFront, CT/NY",Housing and Neighborhood Development,Community Development,88 Hamilton Avenue ,Stamford,CT,6902,http://www.homefrontprogram.org/,"$1,001,722","$478,060",1
9849,"HomeFront, NJ",Homeless Services,Human Services,1880 Princeton Avenue ,Lawrenceville,NJ,8648,http://www.homefrontnj.org/,"$11,662,792","$9,378,714",1
6618,Homeless Empowerment Program,Homeless Services,Human Services,1120 North Betty Lane ,Clearwater,FL,33755,http://www.hepempowers.org,"$5,875,466","$12,738,404",1
11284,Homeless Prenatal Program,Social Services,Human Services,2500 Eighteenth Street ,San Francisco,CA,94110,http://www.homelessprenatal.org/,"$8,371,256","$7,972,074",1
8532,"Homeless Solutions, Inc.",Homeless Services,Human Services,540 West Hanover Avenue Suite 100,Morristown,NJ,7960,https://www.homelesssolutions.org/,"$4,279,528","$13,957,167",1
18758,Homeless Youth Connection,Homeless Services,Human Services,9950 West Van Buren Street Suite 114,Avondale,AZ,85323,https://hycaz.org/,"$1,182,879","$510,836",1
11553,Homes For Our Troops,Social Services,Human Services,6 Main Street ,Taunton,MA,2780,http://www.hfotusa.org/,"$27,934,447","$18,841,617",1
13381,"Homes with Hope, Inc.",Homeless Services,Human Services,49 Richmondville Avenue Suite 212,Westport,CT,6880,http://www.hwhct.org/,"$2,904,735","$1,674,286",1
13125,HomeSafe,Children's and Family Services,Human Services,"2840 Sixth Avenue, South ",Lake Worth,FL,33461,http://www.helphomesafe.org/,"$8,967,453","$17,473,136",0
12309,Homestretch,Children's and Family Services,Human Services,303 South Maple Avenue Suite 400,Falls Church,VA,22046,http://www.homestretchva.org,"$3,048,399","$872,573",0
7980,Homeward Bound of Marin,Homeless Services,Human Services,1385 North Hamilton Parkway ,Novato,CA,94949,https://hbofm.org/,"$8,684,030","$15,593,809",1
9738,"Homeward Bound, Phoenix",Homeless Services,Human Services,2302 West Colter Street ,Phoenix,AZ,85015,http://www.homewardboundaz.org,"$4,281,753","$4,718,637",1
12724,Homeward Pet Adoption Center,"Animal Rights, Welfare, and Services",Animals,13132 NE 177th Place ,Woodinville,WA,98072,http://www.homewardpet.org,"$1,882,350","$1,503,192",1
8459,HomeWord,Religious Activities,Religion,P.O. Box 1600 ,San Juan Capistrano,CA,92693,http://www.homeword.com,"$1,173,278","$354,156",2
3828,Honolulu Museum of Art,Museums,"Arts, Culture, Humanities",900 South Beretania Street ,Honolulu,HI,96814,http://honolulumuseum.org/,"$15,128,330","$109,606,778",0
14839,Honolulu Theatre for Youth,Performing Arts,"Arts, Culture, Humanities",1164 Bishop Street Suite 910,Honolulu,HI,96813,http://www.htyweb.org/,"$1,715,364","$778,842",0
13145,Honor Flight Network,Social Services,Human Services,175 South Tuttle Road ,Springfield,OH,45505,https://www.honorflight.org/,"$2,573,936","$2,003,435",1
7591,HonorBound Foundation,Social Services,Human Services,P.O. Box 2465 ,Darien,CT,6820,https://www.honorboundfoundation.org/,"$4,929,593","$2,257,738",1
5126,Hooved Animal Humane Society,"Animal Rights, Welfare, and Services",Animals,10804 McConnell Road ,Woodstock,IL,60098,http://www.hahs.org,"$766,156","$2,423,638",1
11151,Hope & Heroes Children's Cancer Fund,Medical Research,Health,"161 Ft. Washington Avenue Irving Pavilion, 7th Floor",New York,NY,10032,http://hopeandheroes.org/,"$3,006,844","$4,096,060",0
11707,Hope 4 Kids International,Development and Relief Services,International,"34975 N North Valley Parkway Building 1, Suite 102/104",Phoenix,AZ,85086,http://www.hope4kidsinternational.org,"$4,076,361","$1,086,314",2
13972,Hope Center for Kids,"Youth Development, Shelter, and Crisis Services",Human Services,2200 North 20th Street ,Omaha,NE,68110,http://www.hopecenterforkids.com/,"$2,497,386","$4,011,069",0
8082,Hope Children's Home,"Youth Development, Shelter, and Crisis Services",Human Services,11415 Hope International Drive ,Tampa,FL,33625,http://www.hopechildrenshome.org/,"$3,486,882","$8,303,647",0
15301,Hope Clinic,Rescue Missions,Human Services,518 Harriet Street ,Ypsilanti,MI,48197,http://thehopeclinic.org/,"$2,947,545","$4,924,915",0
15134,Hope Community,Housing and Neighborhood Development,Community Development,611 East Franklin Avenue ,Minneapolis,MN,55404,http://www.hope-community.org/,"$2,542,431","$5,981,644",1
10850,Hope Cottage,Children's and Family Services,Human Services,609 Texas Street ,Dallas,TX,75204,http://hopecottage.org,"$2,166,025","$8,430,916",0
7979,Hope Enterprise Corporation,Housing and Neighborhood Development,Community Development,4 Old River Place Suite A,Jackson,MS,39202,https://hopecu.org/,"$15,581,206","$32,916,307",1
10798,HOPE Farm,Children's and Family Services,Human Services,865 East Ramsey Avenue ,Fort Worth,TX,76104,https://hopefarmfw.org/,"$1,570,972","$5,920,105",0
9170,Hope for Haiti,Humanitarian Relief Supplies,International,"1021 Fifth Avenue, North ",Naples,FL,34102,http://www.hopeforhaiti.com,"$15,335,914","$5,553,380",2
13128,Hope for Haiti's Children,Development and Relief Services,International,12020 Southwick Lane ,Cincinnati,OH,45241,http://hopeforhaitischildren.org/,"$3,131,061","$4,994,916",2
13101,Hope For The Warriors®,Social Services,Human Services,"8003  Forbes Place, Suite 201 ",Springfield,VA,22151,http://www.hopeforthewarriors.org/,"$8,044,597","$3,433,134",1
15770,Hope Gospel Mission,Rescue Missions,Human Services,8 South Farwell Street ,Eau Claire,WI,54702,http://www.hopegospelmission.org/,"$3,659,679","$4,124,726",0
16385,Hope Helps,Homeless Services,Human Services,812 Eyrie Drive ,Oviedo,FL,32765,http://www.hopehelps.org/,"$1,885,964","$1,140,288",1
14740,Hope House,Social Services,Human Services,P.O. Box 577 ,Lee's Summit,MO,64063,http://www.hopehouse.net/,"$5,336,580","$7,229,551",1
8235,HOPE International,Religious Activities,Religion,227 Granite Run Drive Suite 250,Lancaster,PA,17601,https://www.hopeinternational.org/,"$18,013,791","$15,108,198",2
9900,"Hope Ministries, Iowa",Rescue Missions,Human Services,P.O. Box 862 ,Des Moines,IA,50304,http://www.hopeiowa.org/,"$12,719,567","$14,974,347",0
18865,"Hope Pregnancy Centers, Inc.",Treatment and Prevention Services,Health,991 Southwest 71st Avenue ,North Lauderdale,FL,33068,https://friendsofhope.com/,"$1,129,409","$370,037",0
13114,Hope Rural School,Youth Education Programs and Services,Education,15929 SW 150th Street ,Indiantown,FL,34956,http://www.hoperuralschool.org/,"$1,545,381","$9,698,514",0
13754,HOPE South Florida,"Youth Development, Shelter, and Crisis Services",Human Services,5110 N Federal Highway #102,Fort Lauderdale,FL,33308,http://www.hopesouthflorida.org/,"$3,026,941","$313,271",0
13788,Hope Street Group,Social and Public Policy Research,Research and Public Policy,P.O. Box 53098 ,Washington,DC,20009,http://hopestreetgroup.org/,"$4,950,727","$1,357,981",0
10391,Hope Unlimited for Children,Development and Relief Services,International,3130 Alpine Road Suite 288-125,Portola Valley,CA,94028,http://www.hopeunlimited.org/,"$1,570,790","$147,065",2
3830,HOPE worldwide,Development and Relief Services,International,4231 Balboa Ave Suite 330,San Diego,CA,92117,http://www.hopeww.org,"$23,493,410","$4,504,771",2
9595,Hopegivers International,Religious Activities,Religion,P.O. Box 8808 ,Columbus,GA,31908,http://www.hopegivers.org/,"$1,489,448","$627,893",2
12030,HopeKids,Patient and Family Support,Health,P.O. Box 28471 ,Scottsdale,AZ,85255,http://www.hopekids.org/,"$4,087,461","$2,470,047",1
5170,Hôpital Albert Schweitzer Haiti,Development and Relief Services,International,2840 Liberty Avenue Suite 201,Pittsburgh,PA,15222,http://www.hashaiti.org,"$8,138,729","$13,245,060",2
4938,Horatio Alger Association of Distinguished Americans,Scholarship and Financial Support,Education,99 Canal Center Plaza Suite 320,Alexandria,VA,22314,https://www.horatioalger.org//,"$27,988,760","$25,900,662",2
15742,Horizon House,Homeless Services,Human Services,1033 East Washington Street ,Indianapolis,IN,46202,https://www.horizonhouse.cc/,"$1,840,607","$7,224,533",1
15060,Horizons Community Solutions,"Diseases, Disorders, and Disciplines",Health,2332 Lake Park Drive ,Albany,GA,31707,http://www.horizonscommunity.org/,"$1,083,391","$739,279",0
9400,Horizons for Homeless Children,Children's and Family Services,Human Services,1705 Columbus Avenue ,Roxbury,MA,2119,http://horizonschildren.org,"$10,559,330","$23,828,461",0
13172,Horizons for Youth,Scholarship and Financial Support,Education,703 West Monroe Street ,Chicago,IL,60661,http://horizons-for-youth.org,"$2,876,824","$1,799,713",2
13170,Horizons National,Youth Education Programs and Services,Education,120 Post Road West Suite 202,Westport,CT,6880,http://www.horizonsnational.org,"$4,714,097","$3,882,632",0
10470,Hosanna Industries,Housing and Neighborhood Development,Community Development,109 Rinard Lane ,Rochester,PA,15074,http://www.hosannaindustries.org,"$1,057,762","$3,665,393",1
6394,Hosanna/Faith Comes By Hearing,Religious Media and Broadcasting,Religion,"2421 Aztec Road, NE ",Albuquerque,NM,87107,http://www.faithcomesbyhearing.com/,"$18,612,946","$42,671,884",1
18346,Hospital Hospitality House,Patient and Family Support,Health,214 Reidhurst Avenue ,Nashville,TN,37203,http://hhhnashville.org/,"$787,706","$6,386,546",1
6750,Hour Children,Children's and Family Services,Human Services,36-11 12th Street ,Long Island City,NY,11106,http://www.hourchildren.org,"$4,882,787","$11,804,743",0
15724,House of Bread,Social Services,Human Services,9 Orth Avenue P.O. Box 60277,Dayton,OH,45406,http://houseofbread.org/,"$1,333,050","$1,811,100",1
14032,House of Hope,Social Services,Human Services,2484 Southeast Bonita Street ,Stuart,FL,34997,http://www.hohmartin.org,"$4,930,091","$2,098,187",1
10075,House of Ruth Maryland,Social Services,Human Services,2201 Argonne Drive ,Baltimore,MD,21218,http://www.hruth.org/,"$8,883,854","$19,789,999",1
8054,"House of Ruth, Washington, D.C.",Children's and Family Services,Human Services,"Five Thomas Circle, NW ",Washington,DC,20005,http://www.houseofruth.org/,"$7,593,578","$10,768,178",0
15700,Housing and Community Development Network of New Jersey,Housing and Neighborhood Development,Community Development,145 West Hanover Street ,Trenton,NJ,8618,http://www.hcdnnj.org/,"$1,684,828","$1,930,204",1
12636,Housing Opportunities and Maintenance for the Elderly,Social Services,Human Services,1419 West Carroll Avenue Floor Two,Chicago,IL,60607,https://www.homeseniors.org/,"$2,080,461","$3,093,800",1
3476,Houston A+ Challenge,Education Policy and Reform,Education,2700 Southwest Freeway Suite B,Houston,TX,77098,http://www.houstonaplus.org/,"$1,753,975","$2,462,006",2
6351,Houston Area Women's Center,Social Services,Human Services,1010 Waugh Drive ,Houston,TX,77019,http://www.hawc.org/,"$8,140,989","$14,327,230",1
3838,Houston Ballet,Performing Arts,"Arts, Culture, Humanities",601 Preston Street ,Houston,TX,77002,http://www.houstonballet.org,"$33,377,852","$134,725,048",0
5673,Houston Food Bank,"Food Banks, Food Pantries, and Food Distribution",Human Services,535 Portwall Street ,Houston,TX,77029,http://www.houstonfoodbank.org/,"$308,361,319","$99,219,322",3
9177,Houston Habitat for Humanity,Housing and Neighborhood Development,Community Development,3750 North McCarty Street ,Houston,TX,77029,http://www.houstonhabitat.org/,"$12,457,198","$39,380,440",1
5661,Houston Humane Society,"Animal Rights, Welfare, and Services",Animals,14700 Almeda Road ,Houston,TX,77053,http://www.houstonhumane.org,"$5,810,026","$21,742,685",1
17059,Houston Museum of Natural Science,Museums,"Arts, Culture, Humanities",5555 Hermann Park Drive ,Houston,TX,77030,http://www.hmns.org,"$46,732,565","$188,178,716",0
6347,Houston Parks Board,"Botanical Gardens, Parks, and Nature Centers",Environment,300 North Post Oak Lane ,Houston,TX,77024,http://www.houstonparksboard.org,"$21,625,491","$70,097,484",0
16770,Houston Public Library Foundation,"Libraries, Historical Societies and Landmark Preservation","Arts, Culture, Humanities",550 McKinney Street ,Houston,TX,77002,https://www.houstonlibraryfoundation.org/,"$3,944,644","$21,572,015",0
5666,Houston Public Media Foundation,Public Broadcasting and Media,"Arts, Culture, Humanities",4343 Elgin Street ,Houston,TX,77204,http://www.houstonpublicmedia.org/,"$14,786,103","$5,042,321",0
5660,Houston SPCA,"Animal Rights, Welfare, and Services",Animals,7007 Old Katy Road ,Houston,TX,77024,http://www.houstonspca.org,"$11,265,666","$58,003,024",1
13179,Houston Volunteer Lawyers Program,Advocacy and Education,Human and Civil Rights,1111 Bagby Suite FLB300,Houston,TX,77002,http://makejusticehappen.org/,"$3,421,017","$2,039,917",2
5664,Houston Zoo,Zoos and Aquariums,Animals,6200 Hermann Park Drive ,Houston,TX,77030,http://www.houstonzoo.org,"$49,858,185","$216,950,654",0
10209,Hoving Home,Treatment and Prevention Services,Health,40 Walter Hoving Road ,Garrison,NY,10524,http://www.hovinghome.org,"$3,054,325","$3,797,012",0
3841,Howard Brown Health Center,Treatment and Prevention Services,Health,4025 North Sheridan Road ,Chicago,IL,60613,http://www.howardbrown.org,"$94,966,275","$47,015,705",0
12214,Hubbard House,Social Services,Human Services,P.O. Box 4909 ,Jacksonville,FL,32201,http://www.hubbardhouse.org,"$4,438,547","$9,107,536",1
6948,Hubbard Street Dance Chicago,Performing Arts,"Arts, Culture, Humanities",1147 West Jackson Boulevard ,Chicago,IL,60607,http://www.hubbardstreetdance.com/,"$6,837,375","$8,851,087",0
9354,Hudson Institute,"International Peace, Security, and Affairs",International,"1201 Pennsylvania Avenue, Northwest Suite 400",Washington,DC,20004,http://www.hudson.org/,"$16,319,597","$36,247,240",1
14635,Hudson Link for Higher Education in Prison,Social Services,Human Services,P.O. Box 862 ,Ossining,NY,10562,http://www.hudsonlink.org/,"$1,812,333","$2,435,943",1
8151,Hudson River Sloop Clearwater,Environmental Protection and Conservation,Environment,724 Wolcott Avenue ,Beacon,NY,12508,http://www.clearwater.org,"$2,470,234","$2,034,955",1
5276,Human Development Foundation of North America,Development and Relief Services,International,2775 Algonquin Rd Suite 240,Rolling Meadows,IL,60008,http://www.hdf.com,"$2,426,137","$2,280,655",2
3844,Human Life International,Advocacy and Education,Human and Civil Rights,4 Family Life Lane ,Front Royal,VA,22630,http://www.hli.org,"$2,955,500","$2,462,913",2
11697,Human Options,Social Services,Human Services,5540 Trabuco Road Suite 100,Irvine,CA,92620,https://humanoptions.org,"$5,644,409","$10,670,211",1
15251,Human Race Theatre Company,Performing Arts,"Arts, Culture, Humanities",126 North Main Street Suite 300,Dayton,OH,45402,http://www.humanracetheatre.org/,"$1,586,268","$2,350,548",0
6229,Human Rights Campaign Foundation,Advocacy and Education,Human and Civil Rights,"1640 Rhode Island Avenue, NW ",Washington,DC,20036,http://www.hrc.org/hrc-story/hrc-foundation,"$15,873,842","$28,624,531",2
3986,Human Rights First,"International Peace, Security, and Affairs",International,75 Broad Street 31st Floor,New York,NY,10004,http://www.humanrightsfirst.org,"$10,275,345","$8,436,680",1
13912,Human Rights Foundation,"International Peace, Security, and Affairs",International,350 Fifth Avenue Suite 4202,New York,NY,10118,https://hrf.org/,"$7,709,041","$2,248,150",1
9189,Human Rights Initiative,"International Peace, Security, and Affairs",International,2801 Swiss Avenue ,Dallas,TX,75204,http://www.hrionline.org,"$4,264,108","$1,996,004",1
3845,Human Rights Watch,"International Peace, Security, and Affairs",International,350 Fifth Avenue 34th Floor,New York,NY,10118,http://www.hrw.org,"$84,881,512","$209,418,575",1
11882,Humane America Animal Foundation (Adopt-a-Pet.com),"Animal Rights, Welfare, and Services",Animals,310 North Indian Hill Boulevard #800,Claremont,CA,91711,http://www.humaneamerica.org,"$4,395,006","$4,692,399",1
6104,Humane Animal Rescue,"Animal Rights, Welfare, and Services",Animals,6926 Hamilton Ave ,Pittsburgh,PA,15208,http://www.humaneanimalrescue.org,"$8,314,066","$20,859,895",1
12390,Humane Animal Welfare Society of Waukesha County,"Animal Rights, Welfare, and Services",Animals,701 Northview Road ,Waukesha,WI,53188,http://www.hawspets.org/,"$2,857,293","$7,985,485",1
5634,Humane Farming Association,"Animal Rights, Welfare, and Services",Animals,36 Woodland Avenue ,San Rafael,CA,94901,http://www.hfa.org,"$3,247,278","$13,566,943",1
17249,Humane Indiana,"Animal Rights, Welfare, and Services",Animals,421 45th Avenue ,Munster,IN,46321,http://humaneindiana.org/,"$2,796,809","$10,036,195",1
6817,Humane Pennsylvania,"Animal Rights, Welfare, and Services",Animals,1729 North 11th Street ,Reading,PA,19604,http://humanepa.org/,"$4,144,604","$10,865,846",1
18354,Humane Society for Hamilton County,"Animal Rights, Welfare, and Services",Animals,"1721 Pleasant Street, Suite B ",Noblesville,IN,46060,http://www.hamiltonhumane.com,"$1,994,490","$1,895,754",1
6620,Humane Society for Southwest Washington,"Animal Rights, Welfare, and Services",Animals,1100 NE 192nd Avenue ,Vancouver,WA,98684,https://southwesthumane.org/,"$4,054,351","$9,729,722",1
5456,Humane Society International,"Animal Rights, Welfare, and Services",Animals,"2100 L Street, NW ",Washington,DC,20037,http://www.hsi.org,"$18,113,916","$2,354,539",1
5724,Humane Society of Boulder Valley,"Animal Rights, Welfare, and Services",Animals,2323 55th Street ,Boulder,CO,80301,http://www.boulderhumane.org/,"$6,104,657","$11,596,636",1
5594,Humane Society of Broward County,"Animal Rights, Welfare, and Services",Animals,2070 Griffin Road ,Fort Lauderdale,FL,33312,http://humanebroward.com/,"$8,332,332","$11,907,294",1
8278,Humane Society of Charlotte,"Animal Rights, Welfare, and Services",Animals,2700 Toomey Avenue ,Charlotte,NC,28203,http://humanecharlotte.org/,"$4,507,944","$11,382,265",1
6341,Humane Society of El Paso,"Animal Rights, Welfare, and Services",Animals,4991 Fred Wilson Avenue ,El Paso,TX,79906,https://www.hselpaso.org/,"$2,122,606","$4,531,506",1
9787,Imagine Children's Museum,Museums,"Arts, Culture, Humanities",1502 Wall Street ,Everett,WA,98201,http://www.imaginecm.org/,"$2,746,908","$19,910,529",0
17221,Humane Society of Elkhart County,"Animal Rights, Welfare, and Services",Animals,54687 County Road 19 ,Bristol,IN,46507,http://elkharthumanesociety.org/,"$1,505,804","$5,525,957",1
6111,Humane Society of Greater Dayton,"Animal Rights, Welfare, and Services",Animals,1661 Nicholas Road ,Dayton,OH,45417,http://www.hsdayton.org/,"$2,146,270","$5,424,552",1
7058,Humane Society of Greater Kansas City,"Animal Rights, Welfare, and Services",Animals,5445 Parallel Parkway ,Kansas City,KS,66104,http://www.hsgkc.org/,"$2,524,864","$1,175,158",1
6303,Humane Society of Greater Miami,"Animal Rights, Welfare, and Services",Animals,16101 West Dixie Highway ,North Miami Beach,FL,33160,http://humanesocietymiami.org,"$6,744,534","$9,527,909",1
6815,Humane Society of Harrisburg Area,"Animal Rights, Welfare, and Services",Animals,7790 Grayson Road ,Harrisburg,PA,17111,http://www.humanesocietyhbg.org/,"$2,302,036","$4,692,938",1
6156,Humane Society of Huron Valley,"Animal Rights, Welfare, and Services",Animals,3100 Cherry Hill Road ,Ann Arbor,MI,48105,http://hshv.org/,"$7,432,569","$11,653,661",1
17222,Humane Society of Manatee County,"Animal Rights, Welfare, and Services",Animals,2515 14th Street W ,Bradenton,FL,34205,http://www.humanemanatee.org/,"$2,198,042","$4,767,592",1
7241,Humane Society of Marion County,"Animal Rights, Welfare, and Services",Animals,701 Northwest 14th Road ,Ocala,FL,34478,http://www.thehsmc.org/,"$1,337,405","$3,639,558",1
6853,Humane Society of Memphis & Shelby County,"Animal Rights, Welfare, and Services",Animals,935 Farm Road ,Memphis,TN,38134,http://www.memphishumane.org,"$1,861,450","$7,210,730",1
3846,Humane Society of Missouri,"Animal Rights, Welfare, and Services",Animals,1201 Macklind Avenue ,St. Louis,MO,63110,http://www.hsmo.org,"$20,647,547","$84,725,132",1
5991,Humane Society of New York,"Animal Rights, Welfare, and Services",Animals,306 East 59th Street ,New York,NY,10022,http://www.humanesocietyny.org/,"$6,207,780","$39,179,052",1
6356,Humane Society of North Texas,"Animal Rights, Welfare, and Services",Animals,1840 East Lancaster Avenue ,Fort Worth,TX,76103,http://hsnt.org/,"$6,733,449","$19,924,356",1
7283,Humane Society of Pulaski County,"Animal Rights, Welfare, and Services",Animals,14600 Colonel Glenn Road ,Little Rock,AR,72210,http://www.warmhearts.org,"$1,080,196","$2,763,895",1
6319,Humane Society of Sarasota County,"Animal Rights, Welfare, and Services",Animals,2331 15th Street ,Sarasota,FL,34237,http://www.hssc.org/,"$2,905,035","$13,853,823",1
5837,Humane Society of Sonoma County,"Animal Rights, Welfare, and Services",Animals,5345 Highway 12 West ,Santa Rosa,CA,95407,http://humanesocietysoco.org,"$4,441,398","$7,445,120",1
13338,Humane Society of South Coastal Georgia,"Animal Rights, Welfare, and Services",Animals,4627 U.S. Highway 17 North ,Brunswick,GA,31525,http://www.hsscg.org/,"$949,460","$4,670,983",1
7270,Humane Society of South Mississippi,"Animal Rights, Welfare, and Services",Animals,2615 25th Avenue ,Gulfport,MS,39501,http://www.hssm.org/,"$2,138,788","$5,640,844",1
5746,Humane Society of Southern Arizona,"Animal Rights, Welfare, and Services",Animals,635 W ROGER RD 635 W ROGER RD,TUCSON,AZ,85705,http://hssaz.org/,"$5,632,057","$21,153,035",1
6074,Humane Society of Summit County,"Animal Rights, Welfare, and Services",Animals,7996 Darrow Road Suite 30,Twinsburg,OH,44087,http://www.summithumane.org/,"$2,165,255","$1,289,730",1
5560,Humane Society of Tampa Bay,"Animal Rights, Welfare, and Services",Animals,3607 North Armenia Avenue ,Tampa,FL,33607,http://www.humanesocietytampa.org,"$8,935,380","$13,902,477",1
5727,Humane Society of the Pikes Peak Region,"Animal Rights, Welfare, and Services",Animals,610 Abbott Lane ,Colorado Springs,CO,80905,http://www.hsppr.org,"$12,963,936","$23,509,020",1
6304,Humane Society of the Treasure Coast,"Animal Rights, Welfare, and Services",Animals,4100 Southwest Leighton Farm Avenue ,Palm City,FL,34990,http://www.hstc1.org/,"$3,284,760","$5,348,248",1
6403,Humane Society of Utah,"Animal Rights, Welfare, and Services",Animals,4242 South 300 West ,Murray,UT,84107,http://www.utahhumane.org/,"$6,099,563","$7,970,733",1
5287,Humane Society of West Michigan,"Animal Rights, Welfare, and Services",Animals,"3077 Wilson Drive, NW ",Grand Rapids,MI,49534,http://www.hswestmi.org/,"$2,179,751","$7,197,253",1
17680,Humane Society of Westchester,"Animal Rights, Welfare, and Services",Animals,70 Portman Road ,New Rochelle,NY,10801,https://humanesocietyofwestchester.org/,"$1,327,051","$2,302,050",1
3847,Humane Society Silicon Valley,"Animal Rights, Welfare, and Services",Animals,901 Ames Avenue ,Milpitas,CA,95035,http://hssv.org/,"$12,997,891","$37,538,145",1
9984,Humanitarian Service Project,Social Services,Human Services,465 Randy Road ,Carol Stream,IL,60188,http://www.humanitarianservice.org/,"$1,281,194","$2,832,769",1
15406,Humanities Texas,"Libraries, Historical Societies and Landmark Preservation","Arts, Culture, Humanities",1410 Rio Grande Street ,Austin,TX,78701,http://humanitiestexas.org/,"$3,197,630","$8,549,695",0
18808,Humanity First USA,Development and Relief Services,International,300 East Lombard Street Suite 840,Baltimore,MD,21202,https://usa.humanityfirst.org/,"$2,101,982","$2,999,817",2
15415,Humble Area Assistance Ministries,Social Services,Human Services,"1302 First Street, E. ",Humble,TX,77338,http://haamministries.org/,"$4,855,238","$2,225,261",1
12583,Hunger Free America,Social Services,Human Services,50 Broad Street Suite 1103,New York,NY,10004,http://www.hungerfreeamerica.org/,"$3,185,572","$1,016,462",1
13895,Hunter Museum of American Art,Museums,"Arts, Culture, Humanities",10 Bluff View ,Chattanooga,TN,37403,http://www.huntermuseum.org/,"$3,516,705","$40,101,763",0
9823,Hunter's Hope Foundation,"Diseases, Disorders, and Disciplines",Health,6368 West Quaker Street P.O. Box 643,Orchard Park,NY,14127,http://www.huntershope.org,"$832,584","$957,230",0
5849,Huntington Medical Research Institutes,Medical Research,Health,686 S. Fair Oaks Avenue ,Pasadena,CA,91105,http://www.hmri.org,"$8,433,825","$69,663,828",0
14230,Huntington Museum of Art,Museums,"Arts, Culture, Humanities",2033 McCoy Road ,Huntingon,WV,25701,http://www.hmoa.org/,"$2,398,690","$22,082,040",0
8908,Huntington Theatre Company,Performing Arts,"Arts, Culture, Humanities",264 Huntington Avenue ,Boston,MA,2115,http://www.huntingtontheatre.org,"$17,070,479","$53,362,547",0
13075,Huntington's Disease Society of America,"Diseases, Disorders, and Disciplines",Health,505 Eighth Avenue Suite 902,New York,NY,10018,http://www.hdsa.org/,"$8,734,209","$7,546,288",0
17198,Huntsville Botanical Garden,"Botanical Gardens, Parks, and Nature Centers",Environment,4747 Bob Wallace Avenue ,Huntsville,AL,35805,http://hsvbg.org/,"$5,228,259","$19,294,441",0
14766,Huntsville Museum of Art,Museums,"Arts, Culture, Humanities",300 Church Street ,Huntsville,AL,35801,http://hsvmuseum.org/,"$2,432,442","$147,224",0
14797,Huntsville Symphony Orchestra,Performing Arts,"Arts, Culture, Humanities",312 Clinton Avenue W Suite 250,Huntsville,AL,35801,http://www.hso.org/,"$2,015,772","$116,272",0
16855,Huron River Watershed Council,Environmental Protection and Conservation,Environment,1100 North Main Street Suite 210,Ann Arbor,MI,48104,http://www.hrwc.org/,"$2,124,186","$1,466,413",1
18110,Hutchinson Community Foundation,Community Foundations,Community Development,"1 North Main, Suite 501 P.O. Box 298",Hutchinson,KS,67504,http://hutchcf.org/wp/,"$5,731,284","$64,916,581",1
